Unnamed: 0,PassengerId,Survived,Sex,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Family_size,Title_1,Title_2,Title_3,Title_4,Emb_1,Emb_2,Emb_3,Sex_Label,Age_Standard,Fare_MinMax,Fare_Robust,Fare_Log,AgeGroup
17,18,1,1,0.35,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0253743101115454,-0.06300065418091039,0.02505772652479575,Child
18,19,0,0,0.3875,0.03513366,0,0,1,0.1,1,0,0,0,0,0,1,0,0.1270595001266221,0.03513366,0.15361553748421974,0.0345305584760863,Child
19,20,1,0,0.35,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0,0,-0.10348315383270892,0.0141022608119935,-0.31319235951356716,0.014003749011095535,Child
20,21,0,1,0.4375,0.0507486202230909,0,1,0,0.0,1,0,0,0,0,0,1,1,0.4344497054057298,0.0507486202230909,0.5002014530614362,0.04950288176693388,Child
21,22,1,1,0.425,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1,1,0.35760215408595275,0.0253743101115454,-0.06300065418091039,0.02505772652479575,Child
22,23,1,0,0.1875,0.0156719546728939,0,0,1,0.0,0,0,0,1,0,1,0,0,-1.102501320989809,0.0156719546728939,-0.27835181069477477,0.015550417760596635,Child
23,24,1,1,0.35,0.069291385,1,0,0,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.069291385,0.9117722169775976,0.06699617207542916,Child
24,25,0,0,0.1,0.04113566,0,0,1,0.4,0,0,0,1,0,0,1,0,-1.6404341802282476,0.04113566,0.2868344913319732,0.04031209814519068,Child
25,26,1,0,0.475,0.0612643198943179,0,0,1,0.6,1,0,0,0,0,0,1,0,0.6649923593650604,0.0612643198943179,0.7336054032743696,0.0594609519745923,Child
26,27,0,1,0.35,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0,1,-0.10348315383270892,0.0141022608119935,-0.31319235951356716,0.014003749011095535,Child
27,28,0,1,0.2375,0.12808844391457677,1,0,0,0.5,1,0,0,0,0,0,1,1,-0.7951111157107013,0.5133418122566505,10.767809100479585,0.41432032618221587,Child
28,29,1,0,0.35,0.015379174,0,0,1,0.0,0,0,0,1,0,1,0,0,-0.10348315383270892,0.015379174,-0.2848503003565152,0.015262113177035328,Child
29,30,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
30,31,0,1,0.5,0.054107398,1,0,0,0.0,1,0,0,0,1,0,0,1,0.8186874620046145,0.054107398,0.5747520797936777,0.05269434056383655,Child
31,32,1,0,0.35,0.12808844391457677,1,0,0,0.1,1,0,0,0,1,0,0,0,-0.10348315383270892,0.2859895551532101,5.721552878179384,0.25152850381759995,Child
32,33,1,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0,0,-0.10348315383270892,0.0151269925664982,-0.2904476590287806,0.015013720496480372,Child
33,34,0,1,0.825,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1,1,2.8167237963188145,0.0204946350900944,-0.17130875172751414,0.020287446115378614,Child
34,35,0,1,0.35,0.12808844391457677,1,0,0,0.1,1,0,0,0,1,0,0,1,-0.10348315383270892,0.16038672,2.9337024450866687,0.14875332887008352,Child
35,36,0,1,0.525,0.1014972404461818,1,0,0,0.1,1,0,0,0,0,0,1,1,0.9723825646441685,0.1014972404461818,1.626605667546127,0.09667038198810923,Child
36,37,1,1,0.35,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0,1,-0.10348315383270892,0.0141104586660295,-0.3130104019096897,0.014011832831847981,Child
37,38,0,1,0.2625,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.6414160130711473,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
38,39,0,0,0.225,0.03513366,0,0,1,0.2,0,0,0,1,0,0,1,0,-0.8719586670304781,0.03513366,0.15361553748421974,0.0345305584760863,Child
39,40,1,0,0.175,0.0219423370754585,0,0,1,0.1,0,0,0,1,1,0,0,0,-1.179348872309586,0.0219423370754585,-0.13917590534738739,0.021705068541472264,Child
40,41,0,0,0.5,0.0184939683312994,0,0,1,0.1,1,0,0,0,0,0,1,0,0.8186874620046145,0.0184939683312994,-0.2157150717216237,0.018325034557516023,Child
41,42,0,0,0.3375,0.04098927,0,1,0,0.1,1,0,0,0,0,0,1,0,-0.1803307051524856,0.04098927,0.2835852539687989,0.040171482182976344,Child
42,43,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,1,0,0,1,-0.10348315383270892,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
43,44,1,0,0.0375,0.081157193,0,1,0,0.3,0,0,0,1,1,0,0,0,-2.0246719368271324,0.081157193,1.1751428481535897,0.0780319425165,Child
44,45,1,0,0.2375,0.015379174,0,0,1,0.0,0,0,0,1,0,1,0,0,-0.7951111157107013,0.015379174,-0.2848503003565152,0.015262113177035328,Child
45,46,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
46,47,0,1,0.35,0.0302539851329965,0,0,1,0.1,1,0,0,0,0,1,0,1,-0.10348315383270892,0.0302539851329965,0.04530744336569568,0.02980535935160553,Child
47,48,1,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0,0,-0.10348315383270892,0.0151269925664982,-0.2904476590287806,0.015013720496480372,Child
48,49,0,1,0.35,0.04231498,0,0,1,0.2,1,0,0,0,1,0,0,1,-0.10348315383270892,0.04231498,0.31301039547254855,0.0414441817216489,Child
49,50,0,0,0.225,0.0347432861527314,0,0,1,0.1,1,0,0,0,0,0,1,0,-0.8719586670304781,0.0347432861527314,0.1449508931085708,0.034153363249459334,Child
50,51,0,1,0.0875,0.077464841,0,0,1,0.5,0,0,1,0,0,0,1,1,-1.7172817315480244,0.077464841,1.0931882878940662,0.07461091230097748,Child
51,52,0,1,0.2625,0.015224586,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.6414160130711473,0.015224586,-0.28828149856334906,0.015109855012893404,Child
52,53,1,0,0.6125,0.12808844391457677,1,0,0,0.1,1,0,0,0,1,0,0,0,1.510315423882607,0.1497654242623688,2.69795470988593,0.13955794266634497,Child
53,54,1,0,0.3625,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1,0,-0.02663560251293192,0.0507486202230909,0.5002014530614362,0.04950288176693388,Child
54,55,0,1,0.8125,0.1209753416358076,1,0,0,0.1,1,0,0,0,1,0,0,1,2.739876244999038,0.1209753416358076,2.0589369343609603,0.1141991470914516,Child
55,56,1,1,0.35,0.069291385,1,0,0,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.069291385,0.9117722169775976,0.06699617207542916,Child
56,57,1,0,0.2625,0.0204946350900944,0,1,0,0.0,0,0,0,1,0,0,1,0,-0.6414160130711473,0.0204946350900944,-0.17130875172751414,0.020287446115378614,Child
57,58,0,1,0.35625,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0,1,-0.06505937817282025,0.0141104586660295,-0.3130104019096897,0.014011832831847981,Child
58,59,1,0,0.0625,0.054164393,0,1,0,0.3,0,0,0,1,0,0,1,0,-1.8709768341875783,0.054164393,0.576017127156982,0.05274840854525829,Child
59,60,0,1,0.1375,0.091542703,0,0,1,0.7,0,0,1,0,0,0,1,1,-1.4098915262689167,0.091542703,1.4056571396189983,0.08759201946748797,Child
60,61,0,1,0.275,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0,1,-0.5645684617513703,0.0141104586660295,-0.3130104019096897,0.014011832831847981,Child
61,62,1,0,0.475,0.12808844391457677,1,0,0,0.0,0,0,0,1,0,0,0,0,0.6649923593650604,0.1561496006864336,2.8396563600681035,0.14509517423563542,Child
62,63,0,1,0.5625,0.12808844391457677,1,0,0,0.1,1,0,0,0,0,0,1,1,1.202925218603499,0.1629323489662505,2.9902046156578828,0.15094470242609193,Child
63,64,0,1,0.05,0.054457173,0,0,1,0.5,0,0,1,0,0,0,1,1,-1.9478243855073554,0.054457173,0.5825156018833307,0.05302610655100989,Child
64,65,0,1,0.35,0.054107398,1,0,0,0.0,1,0,0,0,1,0,0,1,-0.10348315383270892,0.054107398,0.5747520797936777,0.05269434056383655,Child
65,66,1,1,0.35,0.0297578197768153,0,0,1,0.2,0,0,1,0,1,0,0,1,-0.10348315383270892,0.0297578197768153,0.03429467600715564,0.02932364816471518,Child
66,67,1,0,0.3625,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1,0,-0.02663560251293192,0.0204946350900944,-0.17130875172751414,0.020287446115378614,Child
67,68,0,1,0.2375,0.0159239410910016,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.7951111157107013,0.0159239410910016,-0.27275878053746877,0.015798485223151897,Child
68,69,1,0,0.2125,0.0154685698179998,0,0,1,0.6,0,0,0,1,0,0,1,0,-0.9488062183502551,0.0154685698179998,-0.28286609220051767,0.015350151109302445,Child
69,70,0,1,0.325,0.0169080739493278,0,0,1,0.2,1,0,0,0,0,0,1,1,-0.2571782564722626,0.0169080739493278,-0.25091520342427054,0.01676672355069601,Child
70,71,0,1,0.4,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1,1,0.2039070514463991,0.0204946350900944,-0.17130875172751414,0.020287446115378614,Child
71,72,0,0,0.2,0.091542703,0,0,1,0.7,0,0,0,1,0,0,1,0,-1.025653769670032,0.091542703,1.4056571396189983,0.08759201946748797,Child
72,73,0,1,0.2625,0.12808844391457677,0,1,0,0.0,1,0,0,0,0,0,1,1,-0.6414160130711473,0.1434624456306609,2.558055306446931,0.1340608923416298,Child
73,74,0,1,0.325,0.0282127194780231,0,0,1,0.1,1,0,0,0,1,0,0,1,-0.2571782564722626,0.0282127194780231,0.0,0.027822071189111418,Child
74,75,1,1,0.4,0.1102724576307577,0,0,1,0.0,1,0,0,0,0,0,1,1,0.2039070514463991,0.1102724576307577,1.8213782855261385,0.10460544252952915,Child
75,76,0,1,0.3125,0.0149318055656402,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.3340258077920396,0.0149318055656402,-0.29477998293064384,0.014821423601790364,Child
76,77,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
77,78,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
78,79,1,1,0.0103749999999999,0.0566042302488321,0,1,0,0.2,0,0,1,0,0,0,1,1,-2.1914311231910486,0.0566042302488321,0.6301711701173607,0.05506020938272152,Child
79,80,1,0,0.375,0.0243495783570407,0,0,1,0.0,0,0,0,1,0,0,1,0,0.05021194880684509,0.0243495783570407,-0.08574535466569695,0.02405785347297418,Child
80,81,0,1,0.275,0.0175668300772237,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.5645684617513703,0.0175668300772237,-0.23629361025547865,0.017414316843308648,Child
81,82,1,1,0.3625,0.0185427650815139,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.02663560251293192,0.0185427650815139,-0.21463199074615794,0.018372944101240428,Child
82,83,1,0,0.35,0.01520018769182,0,0,1,0.0,0,0,0,1,0,1,0,0,-0.10348315383270892,0.01520018769182,-0.28882303756558075,0.015085822299643148,Child
83,84,0,1,0.35,0.091933077,1,0,0,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.091933077,1.4143217873846368,0.08794959064618851,Child
84,85,1,0,0.2125,0.0204946350900944,0,1,0,0.0,0,0,0,1,0,0,1,0,-0.9488062183502551,0.0204946350900944,-0.17130875172751414,0.020287446115378614,Child
85,86,1,0,0.4125,0.0309371396359996,0,0,1,0.3,1,0,0,0,0,0,1,0,0.28075460276617575,0.0309371396359996,0.06047057702221931,0.030468232890899054,Child
86,87,0,1,0.2,0.067095532,0,0,1,0.4,1,0,0,0,0,0,1,1,-1.025653769670032,0.067095532,0.8630335899427007,0.0649405015826051,Child
87,88,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
88,89,1,0,0.2875,0.12808844391457677,1,0,0,0.5,0,0,0,1,0,0,1,0,-0.4877209104315936,0.5133418122566505,10.767809100479585,0.41432032618221587,Child
89,90,0,1,0.3,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.4108733591118166,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
90,91,0,1,0.3625,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.02663560251293192,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
91,92,0,1,0.25,0.0153303774213923,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.7182635643909243,0.0153303774213923,-0.28593337752303766,0.015214054528192182,Child
92,93,0,1,0.575,0.1194056477749072,1,0,0,0.1,1,0,0,0,0,0,1,1,1.279772769923276,0.1194056477749072,2.024096385542168,0.11279787282143242,Child
93,94,0,1,0.325,0.040159725,0,0,1,0.3,1,0,0,0,0,0,1,1,-0.2571782564722626,0.040159725,0.26517287191787675,0.03937428309158391,Child
94,95,0,1,0.7375,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1,1,2.2787909370803767,0.014151057562208,-0.31210927853810133,0.014051866028611897,Child
95,96,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
96,97,0,1,0.8875,0.067640494,1,0,0,0.0,1,0,0,0,1,0,0,1,3.200961552917699,0.067640494,0.8751294359151731,0.0654510677652159,Child
97,98,1,1,0.2875,0.1236671655646408,1,0,0,0.1,1,0,0,0,1,0,0,1,-0.4877209104315936,0.1236671655646408,2.1186840132915683,0.11659759157479296,Child
98,99,1,0,0.425,0.04489301,0,1,0,0.1,1,0,0,0,0,0,1,0,0.35760215408595275,0.04489301,0.37023173162518486,0.04391449740018062,Child
99,100,0,1,0.425,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1,1,0.35760215408595275,0.0507486202230909,0.5002014530614362,0.04950288176693388,Child
100,101,0,0,0.35,0.0154115752137492,0,0,1,0.0,0,0,0,1,0,0,1,0,-0.10348315383270892,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
101,102,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
102,103,0,1,0.2625,0.12808844391457677,1,0,0,0.1,1,0,0,0,0,0,1,1,-0.6414160130711473,0.1508551532881592,2.7221420742300366,0.14050527758799305,Child
103,104,0,1,0.4125,0.0168918734282566,0,0,1,0.0,1,0,0,0,0,0,1,1,0.28075460276617575,0.0168918734282566,-0.2512747863081249,0.0167507922678848,Child
104,105,0,1,0.4625,0.0154685698179998,0,0,1,0.2,1,0,0,0,0,0,1,1,0.5881448080452838,0.0154685698179998,-0.28286609220051767,0.015350151109302445,Child
105,106,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
106,107,1,0,0.2625,0.0149318055656402,0,0,1,0.0,0,0,0,1,0,0,1,0,-0.6414160130711473,0.0149318055656402,-0.29477998293064384,0.014821423601790364,Child
107,108,1,1,0.35,0.0151757893167127,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0151757893167127,-0.2893645780533148,0.015061788942880898,Child
108,109,0,1,0.475,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1,1,0.6649923593650604,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
109,110,1,0,0.35,0.047137661,0,0,1,0.1,0,0,0,1,0,1,0,0,-0.10348315383270892,0.047137661,0.42005346737548704,0.04606040462083951,Child
110,111,0,1,0.5875,0.1014972404461818,1,0,0,0.0,1,0,0,0,0,0,1,1,1.3566203212430532,0.1014972404461818,1.626605667546127,0.09667038198810923,Child
111,112,0,0,0.18125,0.0282127194780231,0,0,1,0.1,0,0,0,1,1,0,0,0,-1.1409250966496975,0.0282127194780231,0.0,0.027822071189111418,Child
112,113,0,1,0.275,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.5645684617513703,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
113,114,0,0,0.25,0.0191771228343026,0,0,1,0.1,0,0,0,1,0,0,1,0,-0.7182635643909243,0.0191771228343026,-0.20055193806509786,0.018995559385159465,Child
114,115,0,0,0.2125,0.0282207221450582,0,0,1,0.0,0,0,0,1,1,0,0,0,-0.9488062183502551,0.0282207221450582,0.00017762527997467977,0.027829854243863555,Child
115,116,0,1,0.2625,0.0154685698179998,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.6414160130711473,0.0154685698179998,-0.28286609220051767,0.015350151109302445,Child
116,117,0,1,0.88125,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0,1,3.162537777257811,0.0151269925664982,-0.2904476590287806,0.015013720496480372,Child
117,118,0,1,0.3625,0.04098927,0,1,0,0.1,1,0,0,0,0,0,1,1,-0.02663560251293192,0.04098927,0.2835852539687989,0.040171482182976344,Child
118,119,0,1,0.3,0.12808844391457677,1,0,0,0.1,1,0,0,0,1,0,0,1,-0.4108733591118166,0.4831284260198326,10.097200019062225,0.3941536582059529,Child
119,120,0,0,0.025,0.061044735,0,0,1,0.6,0,0,0,1,0,0,1,0,-2.1015194881469093,0.061044735,0.7287315495753025,0.05925402179673243,Child
120,121,0,1,0.2625,0.12808844391457677,0,1,0,0.2,1,0,0,0,0,0,1,1,-0.6414160130711473,0.1434624456306609,2.558055306446931,0.1340608923416298,Child
121,122,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
122,123,0,1,0.40625,0.0586942926540201,0,1,0,0.1,1,0,0,0,1,0,0,1,0.24233082710628742,0.0586942926540201,0.6765616944585244,0.057036349452524476,Child
123,124,1,0,0.40625,0.0253743101115454,0,1,0,0.0,0,0,0,1,0,0,1,0,0.24233082710628742,0.0253743101115454,-0.06300065418091039,0.02505772652479575,Child
124,125,0,1,0.675,0.12808844391457677,1,0,0,0.1,1,0,0,0,0,0,1,1,1.894553180481492,0.1508551532881592,2.7221420742300366,0.14050527758799305,Child
125,126,1,1,0.15,0.0219423370754585,0,0,1,0.1,0,0,1,0,1,0,0,1,-1.3330439749491398,0.0219423370754585,-0.13917590534738739,0.021705068541472264,Child
126,127,0,1,0.35,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0,1,-0.10348315383270892,0.0151269925664982,-0.2904476590287806,0.015013720496480372,Child
127,128,1,1,0.3,0.01393967,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.4108733591118166,0.01393967,-0.3168011862178376,0.013843406357552126,Child
128,129,1,0,0.35,0.043640495,0,0,1,0.2,0,0,0,1,1,0,0,0,-0.10348315383270892,0.043640495,0.3424312088030225,0.04271507670890787,Child
129,130,0,1,0.5625,0.0136142933098484,0,0,1,0.0,1,0,0,0,0,0,1,1,1.202925218603499,0.0136142933098484,-0.32402316926822755,0.013522451454419894,Child
130,131,0,1,0.4125,0.0154115752137492,0,0,1,0.0,1,0,0,0,1,0,0,1,0.28075460276617575,0.0154115752137492,-0.2841311307798632,0.015294023125181874,Child
131,132,0,1,0.25,0.0137606835604919,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.7182635643909243,0.0137606835604919,-0.3207739263418301,0.01366686504595381,Child
132,133,0,0,0.5875,0.028302115124416,0,0,1,0.1,1,0,0,0,0,0,1,0,1.3566203212430532,0.028302115124416,0.0019842043470519564,0.027909010164649115,Child
133,134,1,0,0.3625,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1,0,-0.02663560251293192,0.0507486202230909,0.5002014530614362,0.04950288176693388,Child
134,135,0,1,0.3125,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1,1,-0.3340258077920396,0.0253743101115454,-0.06300065418091039,0.02505772652479575,Child
135,136,0,1,0.2875,0.029367446,0,1,0,0.0,1,0,0,0,1,0,0,1,-0.4877209104315936,0.029367446,0.025630033195271105,0.0289444834893258,Child
136,137,1,0,0.2375,0.0513015849965217,1,0,0,0.2,0,0,0,1,0,0,1,0,-0.7951111157107013,0.0513015849965217,0.5124749266754167,0.050029001252389425,Child
137,138,0,1,0.4625,0.1036442974556203,1,0,0,0.1,1,0,0,0,0,0,1,1,0.5881448080452838,0.1036442974556203,1.674261230466634,0.09861770160548036,Child
138,139,0,1,0.2,0.0179898,0,0,1,0.0,1,0,0,0,0,0,1,1,-1.025653769670032,0.0179898,-0.22690547119827711,0.017829898431768586,Child
139,140,0,1,0.3,0.12808844391457677,1,0,0,0.0,1,0,0,0,1,0,0,1,-0.4108733591118166,0.1545881046795693,2.80499776885319,0.14374366104491512,Child
140,141,0,0,0.35,0.0297578197768153,0,0,1,0.2,1,0,0,0,1,0,0,0,-0.10348315383270892,0.0297578197768153,0.03429467600715564,0.02932364816471518,Child
141,142,1,0,0.275,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,0,1,0,-0.5645684617513703,0.0151269925664982,-0.2904476590287806,0.015013720496480372,Child
142,143,1,0,0.3,0.0309371396359996,0,0,1,0.1,1,0,0,0,0,0,1,0,-0.4108733591118166,0.0309371396359996,0.06047057702221931,0.030468232890899054,Child
143,144,0,1,0.2375,0.0131751225579178,0,0,1,0.0,1,0,0,0,0,1,0,1,-0.7951111157107013,0.0131751225579178,-0.3337708980474221,0.013089085505924634,Child
144,145,0,1,0.225,0.0224465050986748,0,1,0,0.0,1,0,0,0,0,0,1,1,-0.8719586670304781,0.0224465050986748,-0.12798551270887265,0.022198289814291155,Child
145,146,0,1,0.2375,0.071731223,0,1,0,0.2,1,0,0,0,0,0,1,1,-0.7951111157107013,0.071731223,0.9659262766107191,0.06927530639845661,Child
146,147,1,1,0.3375,0.0152163882128912,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.1803307051524856,0.0152163882128912,-0.2884634546817264,0.015101780129443987,Child
147,148,0,0,0.1125,0.067095532,0,0,1,0.4,0,0,0,1,0,0,1,0,-1.5635866289084708,0.067095532,0.8630335899427007,0.0649405015826051,Child
148,149,0,1,0.45625,0.0507486202230909,0,1,0,0.2,1,0,0,0,0,0,1,1,0.5497210323853952,0.0507486202230909,0.5002014530614362,0.04950288176693388,Child
149,150,0,1,0.525,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1,1,0.9723825646441685,0.0253743101115454,-0.06300065418091039,0.02505772652479575,Child
150,151,0,1,0.6375,0.024447172,0,1,0,0.0,1,0,0,0,0,0,1,1,1.6640105265221605,0.024447172,-0.08357918955119692,0.024153122701623734,Child
151,152,1,0,0.275,0.12808844391457677,1,0,0,0.1,1,0,0,0,0,0,1,0,-0.5645684617513703,0.1299945425714559,2.2591249572182988,0.12221280312980434,Child
152,153,0,1,0.69375,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,2.0098245074611567,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
153,154,0,1,0.50625,0.028302115124416,0,0,1,0.2,1,0,0,0,0,0,1,1,0.8571112376645028,0.028302115124416,0.0019842043470519564,0.027909010164649115,Child
154,155,0,1,0.35,0.0142730494377443,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0142730494377443,-0.3094015760994357,0.014172148444170255,Child
155,156,0,1,0.6375,0.1198042196306593,1,0,0,0.1,1,0,0,0,1,0,0,1,1.6640105265221605,0.1198042196306593,2.0329429909497745,0.1131538661258235,Child
156,157,1,0,0.2,0.0150943963373549,0,0,1,0.0,0,0,0,1,0,1,0,0,-1.025653769670032,0.0150943963373549,-0.29117115712039204,0.014981609486987265,Child
157,158,0,1,0.375,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1,1,0.05021194880684509,0.0157125535690723,-0.27745068732318856,0.01559038941147719,Child
158,159,0,1,0.35,0.0169080739493278,0,0,1,0.0,1,0,0,0,0,0,1,1,-0.10348315383270892,0.0169080739493278,-0.25091520342427054,0.01676672355069601,Child
